type,plate_x,plate_z,player_name
B,-1.5,3.09,"Verlander, Justin"
S,-0.87,2.55,"Verlander, Justin"
B,2.15,1.35,"Verlander, Justin"
B,-0.4,1.83,"Verlander, Justin"
S,-0.12,3.68,"Verlander, Justin"
X,-0.15,2.28,"Verlander, Justin"
B,-0.46,3.58,"Verlander, Justin"
X,0.91,2.01,"Verlander, Justin"
B,-1.12,4.19,"Verlander, Justin"
S,0.3,3.5,"Verlander, Justin"
B,-0.32,3.87,"Verlander, Justin"
S,0.1,1.11,"Verlander, Justin"
S,0.59,2.58,"Verlander, Justin"
S,0.15,2.44,"Verlander, Justin"
S,0.81,3.74,"Verlander, Justin"
B,-0.06,4.8,"Verlander, Justin"
S,-0.8,3.34,"Verlander, Justin"
B,0.97,2.41,"Verlander, Justin"
S,-0.91,2.95,"Verlander, Justin"
B,0.3,0.2,"Verlander, Justin"
X,-0.38,3.24,"Verlander, Justin"
S,-0.99,1.76,"Verlander, Justin"
S,-0.02,3.03,"Verlander, Justin"
S,0.31,3.18,"Verlander, Justin"
B,-1.48,3.46,"Verlander, Justin"
S,0.13,3.2,"Verlander, Justin"
S,-0.11,2.14,"Verlander, Justin"
X,-0.39,2.08,"Verlander, Justin"
B,1.98,0.85,"Verlander, Justin"
S,-0.26,3.59,"Verlander, Justin"
B,1.43,1.73,"Verlander, Justin"
S,0.05,3.55,"Verlander, Justin"
S,0.51,2.26,"Verlander, Justin"
B,1.08,1.61,"Verlander, Justin"
B,1.82,0.95,"Verlander, Justin"
B,-1.05,4.46,"Verlander, Justin"
X,0.47,3.34,"Verlander, Justin"
S,0.63,2.1,"Verlander, Justin"
B,1.04,0.13,"Verlander, Justin"
S,-0.95,2.53,"Verlander, Justin"
B,-0.51,1.54,"Verlander, Justin"
X,0.28,2.63,"Verlander, Justin"
S,0.68,1.47,"Verlander, Justin"
S,-0.68,2.29,"Verlander, Justin"
B,0.35,1.61,"Verlander, Justin"
X,0.54,2.43,"Verlander, Justin"
S,-0.82,2.5,"Verlander, Justin"
B,0.9,0.8,"Verlander, Justin"
B,-0.04,1.54,"Verlander, Justin"
S,0.61,2.88,"Verlander, Justin"
X,0.24,2.37,"Verlander, Justin"
B,0.47,1.48,"Verlander, Justin"
S,-0.52,2.41,"Verlander, Justin"
B,0.98,1.05,"Verlander, Justin"
S,1.15,1.62,"Verlander, Justin"
S,-0.16,2.09,"Verlander, Justin"
S,0.31,3.06,"Verlander, Justin"
B,-1.01,4.13,"Verlander, Justin"
X,0.16,3.59,"Verlander, Justin"
S,-0.34,3.35,"Verlander, Justin"
S,0.07,3.97,"Verlander, Justin"
B,-1.6,3.94,"Verlander, Justin"
S,0.44,3.52,"Verlander, Justin"
B,-1.18,3.12,"Verlander, Justin"
B,-1.51,3.19,"Verlander, Justin"
S,-0.77,2.96,"Verlander, Justin"
S,-0.34,2.77,"Verlander, Justin"
B,-1.93,2.45,"Verlander, Justin"
S,1.46,1.61,"Verlander, Justin"
S,-0.3,2.02,"Verlander, Justin"
S,0.57,3.42,"Verlander, Justin"
B,-1.16,1.62,"Verlander, Justin"
S,0.22,2.11,"Verlander, Justin"
S,-0.01,3.96,"Verlander, Justin"
S,0.91,2.26,"Verlander, Justin"
B,-1.22,2.25,"Verlander, Justin"
X,0.38,2.2,"Verlander, Justin"
S,0.46,1.98,"Verlander, Justin"
X,0.5,2.09,"Verlander, Justin"
B,-1.13,3.98,"Verlander, Justin"
S,0.6,1.76,"Verlander, Justin"
S,0.02,2.89,"Verlander, Justin"
S,0.06,3.22,"Verlander, Justin"
S,1.04,1.06,"Verlander, Justin"
S,-0.35,3.08,"Verlander, Justin"
S,-0.28,2.99,"Verlander, Justin"
B,1.11,3.01,"Verlander, Justin"
S,0.44,1.38,"Verlander, Justin"
S,-0.06,2.47,"Verlander, Justin"
B,0.12,3.73,"Verlander, Justin"
B,-0.54,3.8,"Verlander, Justin"
S,0.73,2.17,"Verlander, Justin"
S,0.35,2.66,"Verlander, Justin"
S,0.23,2.45,"Verlander, Justin"
S,0.51,1.99,"Verlander, Justin"
B,-1.52,3.55,"Verlander, Justin"
S,-0.29,3.18,"Verlander, Justin"
B,-0.23,5.21,"Verlander, Justin"
B,-2.44,3.42,"Verlander, Justin"
S,0.66,2.94,"Verlander, Justin"
S,0.61,2.24,"Verlander, Justin"
S,0.65,2.32,"Verlander, Justin"
S,-1.03,2.67,"Verlander, Justin"
S,-0.1,2.81,"Verlander, Justin"
B,0.71,4.36,"Verlander, Justin"
B,-1.02,3.43,"Verlander, Justin"
S,-0.98,2.82,"Verlander, Justin"
X,0.12,3.17,"Verlander, Justin"
S,0.83,1.51,"Verlander, Justin"
S,0.51,1.3,"Verlander, Justin"
X,-0.14,2.74,"Verlander, Justin"
B,1.12,2.79,"Verlander, Justin"
B,0.58,3.92,"Verlander, Justin"
B,1.4,2.34,"Verlander, Justin"
X,0.94,2.33,"Verlander, Justin"
S,1.53,3.53,"Verlander, Justin"
X,0.31,2.81,"Verlander, Justin"
B,1.04,4.46,"Verlander, Justin"
B,0.62,1.3,"Verlander, Justin"
S,0.13,3.89,"Verlander, Justin"
S,0.82,3.19,"Verlander, Justin"
B,1.76,2.24,"Verlander, Justin"
B,1.22,1.63,"Verlander, Justin"
S,0.58,1.93,"Verlander, Justin"
S,1.02,1.7,"Verlander, Justin"
X,-0.89,2.06,"Verlander, Justin"
X,0.3,1.63,"Verlander, Justin"
B,-1.34,3.86,"Verlander, Justin"
S,-0.49,3.78,"Verlander, Justin"
S,0.43,3.17,"Verlander, Justin"
B,-1.18,3.6,"Verlander, Justin"
X,0.79,2.45,"Verlander, Justin"
S,0.09,3.54,"Verlander, Justin"
S,0.92,2.95,"Verlander, Justin"
B,1.52,0.72,"Verlander, Justin"
X,0.01,2.02,"Verlander, Justin"
S,-0.16,3.24,"Verlander, Justin"
S,1.61,1.7,"Verlander, Justin"
S,0.4,2.85,"Verlander, Justin"
S,-0.89,1.84,"Verlander, Justin"
S,-0.02,1.02,"Verlander, Justin"
S,0.09,2.61,"Verlander, Justin"
S,-0.23,2.4,"Verlander, Justin"
S,-0.43,2.67,"Verlander, Justin"
S,-0.24,3.11,"Verlander, Justin"
B,0.09,4.33,"Verlander, Justin"
B,0.25,3.98,"Verlander, Justin"
B,0.37,3.83,"Verlander, Justin"
X,-0.3,3.22,"Verlander, Justin"
B,0.67,0.91,"Verlander, Justin"
S,0.38,2.36,"Verlander, Justin"
S,0.92,2.41,"Verlander, Justin"
B,1.48,0.88,"Verlander, Justin"
B,0.45,1.52,"Verlander, Justin"
X,0.03,3.11,"Verlander, Justin"
S,-0.73,3.27,"Verlander, Justin"
S,0.31,2.07,"Verlander, Justin"
S,0.71,3.14,"Verlander, Justin"
X,-0.4,2.88,"Verlander, Justin"
S,0.49,2.87,"Verlander, Justin"
S,-0.63,2.43,"Verlander, Justin"
B,0.3,3.66,"Verlander, Justin"
B,-0.01,1.34,"Verlander, Justin"
S,0.65,1.98,"Verlander, Justin"
S,0.76,1.55,"Verlander, Justin"
S,0.24,2.36,"Verlander, Justin"
B,0.52,4.28,"Verlander, Justin"
X,-0.36,1.88,"Verlander, Justin"
S,1.12,1.31,"Verlander, Justin"
S,0.3,2.43,"Verlander, Justin"
S,-0.27,3.04,"Verlander, Justin"
S,-0.85,3.32,"Verlander, Justin"
B,1.13,1.59,"Verlander, Justin"
X,0.33,2.63,"Verlander, Justin"
S,0.22,1.79,"Verlander, Justin"
X,0.09,3.83,"Verlander, Justin"
S,-1.59,2.74,"Verlander, Justin"
S,0.44,1.93,"Verlander, Justin"
B,-1.27,4.17,"Verlander, Justin"
S,-0.61,3.21,"Verlander, Justin"
X,-0.79,2.97,"Verlander, Justin"
X,0.3,2.33,"Verlander, Justin"
S,0.34,1.35,"Verlander, Justin"
S,-1.27,3.04,"Verlander, Justin"
S,0.15,1.79,"Verlander, Justin"
B,0.39,3.98,"Verlander, Justin"
S,-1.24,3.24,"Verlander, Justin"
B,1.74,1.59,"Verlander, Justin"
S,0.49,3.36,"Verlander, Justin"
S,0.35,3.15,"Verlander, Justin"
S,0.37,3.42,"Verlander, Justin"
B,-0.78,1.2,"Verlander, Justin"
S,0.04,2.39,"Verlander, Justin"
S,-0.45,2.29,"Verlander, Justin"
S,0.93,2.93,"Verlander, Justin"
S,-0.52,3.43,"Verlander, Justin"
S,0.48,2.87,"Verlander, Justin"
X,-0.42,2.85,"Verlander, Justin"
X,-0.34,3.49,"Verlander, Justin"
S,0.71,1.09,"Verlander, Justin"
S,0.12,2.82,"Verlander, Justin"
B,-0.65,4.49,"Verlander, Justin"
B,-1.86,3.27,"Verlander, Justin"
B,-0.16,0.68,"Verlander, Justin"
B,-1.34,0.92,"Verlander, Justin"
B,-1.05,4.03,"Verlander, Justin"
B,0.81,0.75,"Verlander, Justin"
B,-1.38,3.55,"Verlander, Justin"
S,-0.66,2.57,"Verlander, Justin"
B,1.08,1.11,"Verlander, Justin"
S,0.05,3.71,"Verlander, Justin"
S,-0.59,3.34,"Verlander, Justin"
S,0.26,2.89,"Verlander, Justin"
S,0.35,3.58,"Verlander, Justin"
B,1.58,2.19,"Verlander, Justin"
B,-0.79,4.54,"Verlander, Justin"
B,1.74,2.96,"Verlander, Justin"
S,0.77,1.04,"Verlander, Justin"
S,1.09,2.51,"Verlander, Justin"
S,0.48,2.04,"Verlander, Justin"
X,0.23,2.55,"Verlander, Justin"
S,0.28,2.29,"Verlander, Justin"
B,1.1,3.64,"Verlander, Justin"
X,-0.06,2.81,"Verlander, Justin"
X,-0.34,1.64,"Verlander, Justin"
B,0.55,2.28,"Verlander, Justin"
S,-0.34,1.88,"Verlander, Justin"
S,-0.12,1.91,"Verlander, Justin"
X,0.9,2.55,"Verlander, Justin"
S,0.02,2.97,"Verlander, Justin"
S,0.26,1.49,"Verlander, Justin"
S,0.19,3.54,"Verlander, Justin"
B,2.05,0.17,"Verlander, Justin"
B,1.73,1.76,"Verlander, Justin"
S,1.05,1.87,"Verlander, Justin"
X,-0.39,2.13,"Verlander, Justin"
B,-0.29,4.17,"Verlander, Justin"
B,-1.18,1.66,"Verlander, Justin"
X,0.78,2.42,"Verlander, Justin"
S,0.45,3.46,"Verlander, Justin"
S,-0.48,1.97,"Verlander, Justin"
S,0.44,2.51,"Verlander, Justin"
B,1.41,2.52,"Verlander, Justin"
B,0.39,1.42,"Verlander, Justin"
B,-2.05,4.17,"Verlander, Justin"
S,-0.72,2.7,"Verlander, Justin"
B,-2.34,3.69,"Verlander, Justin"
B,0.46,4.4,"Verlander, Justin"
B,0.59,3.83,"Verlander, Justin"
S,-0.91,2.74,"Verlander, Justin"
S,-0.46,1.5,"Verlander, Justin"
B,-1.82,4.1,"Verlander, Justin"
B,1.24,2.4,"Verlander, Justin"
S,-1.14,2.69,"Verlander, Justin"
S,0.14,2.23,"Verlander, Justin"
B,-1.96,3.18,"Verlander, Justin"
S,1.53,1.97,"Verlander, Justin"
B,-0.46,4.68,"Verlander, Justin"
S,0.37,2.54,"Verlander, Justin"
B,-0.81,2.44,"Verlander, Justin"
S,0.07,3.41,"Verlander, Justin"
X,0.69,3.28,"Verlander, Justin"
B,-1.58,2.44,"Verlander, Justin"
S,0.15,3.16,"Verlander, Justin"
S,0.8,2.03,"Verlander, Justin"
B,0.63,1.26,"Verlander, Justin"
B,1.06,2.68,"Verlander, Justin"
X,0.16,3.13,"Verlander, Justin"
B,1.56,3.07,"Verlander, Justin"
S,0.97,2.89,"Verlander, Justin"
B,2.0,1.13,"Verlander, Justin"
B,-1.4,2.53,"Verlander, Justin"
S,-0.67,2.17,"Verlander, Justin"
X,0.68,1.96,"Verlander, Justin"
S,0.3,3.2,"Verlander, Justin"
S,0.55,3.28,"Verlander, Justin"
S,0.4,2.85,"Verlander, Justin"
S,1.12,1.48,"Verlander, Justin"
S,0.83,1.92,"Verlander, Justin"
B,2.19,0.0,"Verlander, Justin"
S,0.37,3.12,"Verlander, Justin"
B,1.29,2.3,"Verlander, Justin"
X,0.18,2.6,"Verlander, Justin"
S,-1.53,2.52,"Verlander, Justin"
B,-1.55,1.58,"Verlander, Justin"
S,0.38,2.78,"Verlander, Justin"
X,0.97,1.67,"Verlander, Justin"
B,1.37,0.55,"Verlander, Justin"
S,0.81,2.52,"Verlander, Justin"
S,0.4,1.85,"Verlander, Justin"
B,-1.28,1.11,"Verlander, Justin"
X,-0.44,1.83,"Verlander, Justin"
B,-1.24,2.08,"Verlander, Justin"
S,0.21,4.06,"Verlander, Justin"
S,-1.12,4.23,"Verlander, Justin"
B,-1.46,3.95,"Verlander, Justin"
S,-0.87,3.06,"Verlander, Justin"
X,0.09,4.08,"Verlander, Justin"
B,0.83,1.03,"Verlander, Justin"
S,-0.36,2.99,"Verlander, Justin"
S,0.85,2.41,"Verlander, Justin"
B,-0.23,0.53,"Verlander, Justin"
X,0.11,3.15,"Verlander, Justin"
S,0.18,3.46,"Verlander, Justin"
S,-0.2,2.7,"Verlander, Justin"
X,0.38,2.84,"Verlander, Justin"
B,0.68,3.88,"Verlander, Justin"
B,-1.49,5.2,"Verlander, Justin"
S,1.12,1.84,"Verlander, Justin"
S,-0.02,2.69,"Verlander, Justin"
B,-0.51,3.45,"Verlander, Justin"
S,0.64,3.37,"Verlander, Justin"
S,1.06,2.65,"Verlander, Justin"
B,0.22,3.79,"Verlander, Justin"
S,0.03,2.68,"Verlander, Justin"
X,0.46,2.56,"Verlander, Justin"
S,0.79,1.55,"Verlander, Justin"
S,0.54,0.96,"Verlander, Justin"
X,0.59,2.25,"Verlander, Justin"
B,1.56,0.23,"Verlander, Justin"
X,0.08,3.04,"Verlander, Justin"
S,0.78,1.78,"Verlander, Justin"
S,0.82,1.94,"Verlander, Justin"
B,-0.73,3.81,"Verlander, Justin"
B,-0.02,3.77,"Verlander, Justin"
X,0.72,2.59,"Verlander, Justin"
B,1.63,1.13,"Verlander, Justin"
S,-0.58,3.3,"Verlander, Justin"
S,-0.83,3.25,"Verlander, Justin"
S,0.28,2.99,"Verlander, Justin"
B,-0.05,1.22,"Verlander, Justin"
B,0.07,0.22,"Verlander, Justin"
B,-1.37,2.54,"Verlander, Justin"
S,-0.69,3.37,"Verlander, Justin"
B,0.44,3.97,"Verlander, Justin"
B,1.36,0.31,"Verlander, Justin"
S,-0.23,3.67,"Verlander, Justin"
S,-0.41,1.73,"Verlander, Justin"
S,0.48,1.61,"Verlander, Justin"
B,-0.28,3.97,"Verlander, Justin"
B,-2.09,3.0,"Verlander, Justin"
S,-0.19,2.3,"Verlander, Justin"
B,-0.85,3.5,"Verlander, Justin"
S,-1.04,2.15,"Verlander, Justin"
B,1.47,2.58,"Verlander, Justin"
B,-1.14,2.18,"Verlander, Justin"
S,1.94,1.65,"Verlander, Justin"
B,2.36,1.36,"Verlander, Justin"
S,-0.06,2.64,"Verlander, Justin"
S,-0.02,3.65,"Verlander, Justin"
S,-0.85,1.86,"Verlander, Justin"
X,-0.21,1.82,"Verlander, Justin"
B,1.21,3.26,"Verlander, Justin"
S,0.21,2.2,"Verlander, Justin"
S,-1.0,2.64,"Verlander, Justin"
S,-0.01,1.9,"Verlander, Justin"
B,1.95,0.96,"Verlander, Justin"
S,0.86,2.34,"Verlander, Justin"
B,1.55,1.38,"Verlander, Justin"
S,-0.2,1.77,"Verlander, Justin"
X,-0.62,2.99,"Verlander, Justin"
B,1.86,2.24,"Verlander, Justin"
B,1.12,2.62,"Verlander, Justin"
S,0.28,2.1,"Verlander, Justin"
S,-0.28,2.62,"Verlander, Justin"
S,-0.92,3.92,"Verlander, Justin"
S,0.43,2.29,"Verlander, Justin"
B,1.0,3.04,"Verlander, Justin"
B,0.59,3.39,"Verlander, Justin"
S,0.08,1.59,"Verlander, Justin"
S,-0.19,1.8,"Verlander, Justin"
S,0.97,2.5,"Verlander, Justin"
S,-0.19,3.03,"Verlander, Justin"
S,0.23,1.79,"Verlander, Justin"
S,0.55,1.65,"Verlander, Justin"
X,-0.54,2.36,"Verlander, Justin"
B,-0.65,1.49,"Verlander, Justin"
B,1.14,2.87,"Verlander, Justin"
X,-1.05,2.89,"Verlander, Justin"
B,0.55,1.51,"Verlander, Justin"
X,0.05,1.77,"Verlander, Justin"
B,1.12,1.05,"Verlander, Justin"
S,0.28,2.79,"Verlander, Justin"
S,0.93,2.27,"Verlander, Justin"
S,0.78,1.71,"Verlander, Justin"
B,1.31,1.78,"Verlander, Justin"
X,-0.64,2.87,"Verlander, Justin"
B,-1.39,1.78,"Verlander, Justin"
B,0.49,3.99,"Verlander, Justin"
S,-1.2,2.75,"Verlander, Justin"
B,0.91,2.19,"Verlander, Justin"
B,0.44,1.2,"Verlander, Justin"
B,1.99,1.53,"Verlander, Justin"
B,0.01,1.23,"Verlander, Justin"
X,-0.57,1.53,"Verlander, Justin"
X,0.8,2.25,"Verlander, Justin"
B,1.46,2.71,"Verlander, Justin"
S,-0.46,1.94,"Verlander, Justin"
S,0.19,2.82,"Verlander, Justin"
B,1.9,1.31,"Verlander, Justin"
S,-0.33,3.23,"Verlander, Justin"
S,0.27,1.53,"Verlander, Justin"
B,1.27,2.9,"Verlander, Justin"
S,-0.66,1.47,"Verlander, Justin"
S,0.48,1.84,"Verlander, Justin"
X,0.77,2.39,"Verlander, Justin"
X,-0.84,2.55,"Verlander, Justin"
B,-0.84,1.2,"Verlander, Justin"
X,-0.71,2.25,"Verlander, Justin"
B,-2.2,4.07,"Verlander, Justin"
S,-0.54,1.82,"Verlander, Justin"
X,-0.18,2.22,"Verlander, Justin"
X,0.95,1.86,"Verlander, Justin"
S,0.89,2.2,"Verlander, Justin"
B,0.75,3.14,"Verlander, Justin"
B,0.31,3.87,"Verlander, Justin"
X,0.69,2.57,"Verlander, Justin"
S,-0.27,3.65,"Verlander, Justin"
S,-0.9,2.66,"Verlander, Justin"
B,-0.91,1.47,"Verlander, Justin"
B,0.49,3.73,"Verlander, Justin"
S,-0.98,2.57,"Verlander, Justin"
X,-0.94,1.54,"Verlander, Justin"
B,1.18,3.04,"Verlander, Justin"
S,-0.78,1.5,"Verlander, Justin"
B,-1.65,2.98,"Verlander, Justin"
B,-1.21,1.26,"Verlander, Justin"
X,0.51,2.24,"Verlander, Justin"
B,1.89,1.02,"Verlander, Justin"
S,-0.6,2.76,"Verlander, Justin"
X,0.57,2.97,"Verlander, Justin"
S,-0.31,2.87,"Verlander, Justin"
B,1.33,1.0,"Verlander, Justin"
B,0.82,0.01,"Verlander, Justin"
S,-0.28,2.28,"Verlander, Justin"
S,-0.28,1.86,"Verlander, Justin"
X,0.02,3.21,"Verlander, Justin"
B,-1.12,2.51,"Verlander, Justin"
B,-0.26,0.76,"Verlander, Justin"
X,-0.01,1.97,"Verlander, Justin"
S,0.52,2.1,"Verlander, Justin"
B,-0.71,0.89,"Verlander, Justin"
S,-0.61,3.86,"Verlander, Justin"
B,2.23,1.42,"Verlander, Justin"
S,0.8,2.26,"Verlander, Justin"
B,-1.23,2.92,"Verlander, Justin"
B,0.92,3.63,"Verlander, Justin"
S,-0.22,3.4,"Verlander, Justin"
X,-0.3,2.83,"Verlander, Justin"
X,0.41,2.93,"Verlander, Justin"
X,-0.04,3.01,"Verlander, Justin"
S,0.19,3.24,"Verlander, Justin"
B,-1.53,2.8,"Verlander, Justin"
B,-1.03,4.61,"Verlander, Justin"
S,0.39,2.55,"Verlander, Justin"
B,-1.63,1.83,"Verlander, Justin"
B,1.42,1.72,"Verlander, Justin"
B,1.1,0.23,"Verlander, Justin"
S,-0.32,2.71,"Verlander, Justin"
B,-1.1,4.4,"Verlander, Justin"
S,0.59,3.29,"Verlander, Justin"
B,1.3,2.67,"Verlander, Justin"
S,-0.75,1.86,"Verlander, Justin"
X,0.7,2.29,"Verlander, Justin"
B,-1.19,0.88,"Verlander, Justin"
S,-0.83,2.55,"Verlander, Justin"
S,-0.52,2.29,"Verlander, Justin"
X,-0.4,3.76,"Verlander, Justin"
B,-1.36,2.55,"Verlander, Justin"
B,-0.76,4.1,"Verlander, Justin"
S,0.29,3.12,"Verlander, Justin"
S,0.64,2.0,"Verlander, Justin"
B,0.45,4.5,"Verlander, Justin"
X,-0.24,3.03,"Verlander, Justin"
B,-3.37,3.3,"Verlander, Justin"
S,0.27,3.69,"Verlander, Justin"
S,-0.02,3.04,"Verlander, Justin"
X,0.2,2.84,"Verlander, Justin"
S,0.46,2.24,"Verlander, Justin"
B,0.93,0.97,"Verlander, Justin"
X,0.43,2.63,"Verlander, Justin"
B,0.05,4.17,"Verlander, Justin"
S,1.12,1.29,"Verlander, Justin"
S,0.43,2.94,"Verlander, Justin"
B,1.08,1.58,"Verlander, Justin"
X,0.49,1.98,"Verlander, Justin"
S,1.23,1.11,"Verlander, Justin"
S,-1.14,2.68,"Verlander, Justin"
S,-0.67,2.7,"Verlander, Justin"
B,0.82,1.29,"Verlander, Justin"
X,-0.14,2.43,"Verlander, Justin"
B,-0.25,4.71,"Verlander, Justin"
S,-0.01,2.27,"Verlander, Justin"
S,-0.28,3.45,"Verlander, Justin"
B,-1.29,3.76,"Verlander, Justin"
B,0.8,1.79,"Verlander, Justin"
B,0.82,2.99,"Verlander, Justin"
S,-0.95,3.18,"Verlander, Justin"
B,-1.26,2.46,"Verlander, Justin"
X,-0.18,1.77,"Verlander, Justin"
S,0.75,2.65,"Verlander, Justin"
S,0.14,3.34,"Verlander, Justin"
S,0.54,3.49,"Verlander, Justin"
B,0.21,5.44,"Verlander, Justin"
S,-0.39,2.31,"Verlander, Justin"
S,-0.49,2.63,"Verlander, Justin"
S,-0.59,2.25,"Verlander, Justin"
B,1.23,2.65,"Verlander, Justin"
X,-0.62,1.8,"Verlander, Justin"
S,-0.86,2.26,"Verlander, Justin"
X,1.32,1.75,"Verlander, Justin"
S,0.03,2.41,"Verlander, Justin"
S,0.04,2.37,"Verlander, Justin"
X,0.63,3.4,"Verlander, Justin"
S,0.06,2.26,"Verlander, Justin"
X,-0.05,2.3,"Verlander, Justin"
S,-0.11,3.0,"Verlander, Justin"
B,-0.61,1.25,"Verlander, Justin"
B,0.84,2.47,"Verlander, Justin"
B,0.56,1.84,"Verlander, Justin"
X,-0.13,2.1,"Verlander, Justin"
S,-0.58,2.18,"Verlander, Justin"
S,-0.5,3.13,"Verlander, Justin"
B,-1.49,1.46,"Verlander, Justin"
B,-0.55,1.28,"Verlander, Justin"
B,-1.32,2.32,"Verlander, Justin"
X,-0.34,2.69,"Verlander, Justin"
X,0.03,1.93,"Verlander, Justin"
X,-0.38,1.63,"Verlander, Justin"
S,0.06,2.61,"Verlander, Justin"
S,-0.66,3.84,"Verlander, Justin"
B,-1.68,4.0,"Verlander, Justin"
S,-0.59,2.86,"Verlander, Justin"
S,0.76,2.3,"Verlander, Justin"
S,0.47,1.33,"Verlander, Justin"
B,2.25,0.52,"Verlander, Justin"
S,-0.02,2.15,"Verlander, Justin"
B,1.31,0.36,"Verlander, Justin"
X,-1.23,2.7,"Verlander, Justin"
S,-0.09,2.14,"Verlander, Justin"
B,1.13,1.65,"Verlander, Justin"
X,0.15,1.57,"Verlander, Justin"
B,0.87,1.17,"Verlander, Justin"
S,-0.46,2.2,"Verlander, Justin"
X,0.05,2.85,"Verlander, Justin"
S,0.42,1.77,"Verlander, Justin"
X,0.85,3.88,"Verlander, Justin"
X,0.28,3.49,"Verlander, Justin"
S,-0.95,2.81,"Verlander, Justin"
S,0.68,3.48,"Verlander, Justin"
S,-0.79,2.44,"Verlander, Justin"
X,-0.25,3.03,"Verlander, Justin"
B,-0.94,3.8,"Verlander, Justin"
S,-0.01,3.27,"Verlander, Justin"
S,0.44,2.33,"Verlander, Justin"
S,0.06,3.18,"Verlander, Justin"
B,1.55,2.61,"Verlander, Justin"
S,0.46,3.72,"Verlander, Justin"
S,-0.84,3.6,"Verlander, Justin"
X,-0.06,2.67,"Verlander, Justin"
S,0.19,3.25,"Verlander, Justin"
X,-0.1,4.08,"Verlander, Justin"
S,0.09,2.65,"Verlander, Justin"
S,-0.27,2.97,"Verlander, Justin"
S,0.04,2.09,"Verlander, Justin"
B,-1.04,2.74,"Verlander, Justin"
X,0.18,2.71,"Verlander, Justin"
S,0.07,2.03,"Verlander, Justin"
S,-0.43,3.05,"Verlander, Justin"
S,0.52,2.95,"Verlander, Justin"
B,-0.36,3.94,"Verlander, Justin"
B,-0.79,3.65,"Verlander, Justin"
X,0.42,2.59,"Verlander, Justin"
S,0.74,3.16,"Verlander, Justin"
X,0.33,1.98,"Verlander, Justin"
S,0.53,3.18,"Verlander, Justin"
S,1.23,1.78,"Verlander, Justin"
S,0.55,2.66,"Verlander, Justin"
B,1.16,1.79,"Verlander, Justin"
B,0.96,3.36,"Verlander, Justin"
S,0.89,0.93,"Verlander, Justin"
B,2.16,0.74,"Verlander, Justin"
S,1.68,1.17,"Verlander, Justin"
S,1.0,2.7,"Verlander, Justin"
B,0.08,0.6,"Verlander, Justin"
B,-1.74,1.91,"Verlander, Justin"
B,0.99,1.09,"Verlander, Justin"
B,0.42,1.22,"Verlander, Justin"
X,-0.38,2.06,"Verlander, Justin"
B,1.57,2.87,"Verlander, Justin"
S,0.74,1.37,"Verlander, Justin"
S,0.8,1.89,"Verlander, Justin"
S,0.11,1.85,"Verlander, Justin"
S,0.4,3.66,"Verlander, Justin"
S,0.06,3.76,"Verlander, Justin"
B,-0.55,4.46,"Verlander, Justin"
S,0.18,2.34,"Verlander, Justin"
S,-0.41,3.35,"Verlander, Justin"
B,-0.58,3.5,"Verlander, Justin"
S,-0.55,3.58,"Verlander, Justin"
S,1.08,1.33,"Verlander, Justin"
S,0.97,2.12,"Verlander, Justin"
S,-0.67,2.32,"Verlander, Justin"
S,-0.24,3.57,"Verlander, Justin"
X,0.37,2.76,"Verlander, Justin"
S,-0.23,3.51,"Verlander, Justin"
S,-0.06,2.0,"Verlander, Justin"
B,0.53,4.02,"Verlander, Justin"
X,-0.45,2.53,"Verlander, Justin"
S,-0.8,2.9,"Verlander, Justin"
B,-0.81,3.49,"Verlander, Justin"
S,1.22,1.74,"Verlander, Justin"
S,0.31,1.41,"Verlander, Justin"
S,0.33,1.15,"Verlander, Justin"
X,0.11,2.89,"Verlander, Justin"
S,-0.15,3.02,"Verlander, Justin"
B,1.27,1.97,"Verlander, Justin"
X,-0.35,3.3,"Verlander, Justin"
X,0.32,2.93,"Verlander, Justin"
X,1.15,2.13,"Verlander, Justin"
S,0.77,2.41,"Verlander, Justin"
S,0.64,3.13,"Verlander, Justin"
B,1.27,2.55,"Verlander, Justin"
B,-1.34,2.76,"Verlander, Justin"
B,-1.25,1.59,"Verlander, Justin"
S,0.75,1.67,"Verlander, Justin"
X,-0.73,2.11,"Verlander, Justin"
B,1.23,-0.14,"Verlander, Justin"
S,0.42,2.55,"Verlander, Justin"
S,0.83,2.17,"Verlander, Justin"
S,-0.1,2.59,"Verlander, Justin"
S,-0.42,2.19,"Verlander, Justin"
X,0.03,2.29,"Verlander, Justin"
B,0.17,1.1,"Verlander, Justin"
B,1.29,1.45,"Verlander, Justin"
B,1.56,0.89,"Verlander, Justin"
S,0.01,2.07,"Verlander, Justin"
X,0.1,2.4,"Verlander, Justin"
S,0.32,3.07,"Verlander, Justin"
S,0.69,2.32,"Verlander, Justin"
B,-0.17,5.34,"Verlander, Justin"
B,1.22,1.21,"Verlander, Justin"
S,0.32,1.7,"Verlander, Justin"
S,0.07,3.73,"Verlander, Justin"
S,0.47,2.83,"Verlander, Justin"
X,0.07,3.13,"Verlander, Justin"
S,0.2,2.22,"Verlander, Justin"
S,-0.04,3.16,"Verlander, Justin"
S,0.28,1.93,"Verlander, Justin"
B,1.59,1.37,"Verlander, Justin"
B,1.52,1.44,"Verlander, Justin"
S,-0.61,2.6,"Verlander, Justin"
